API,Permission,Permission_DisplayName,Permission_ID,Permission_Description,Permission_Type
Microsoft Graph,InformationProtectionPolicy.Read,Read user sensitivity labels and label policies.,4ad84827-5578-4e18-ad7a-86530b12f884,"Allows an app to read information protection sensitivity labels and label policy settings, on behalf of the signed-in user.",delegated
Microsoft Graph,Insights-UserMetric.Read.All,Read user metrics insights,7d249730-51a3-4180-8ec1-214f144f1bff,"Allows an app to read user metrics insights, such as daily and monthly active users, on your behalf.",delegated
Microsoft Graph,LearningAssignedCourse.Read,Read your assignments,ac08cdae-e845-41db-adf9-5899a0ec9ef6,"Allows the app to read data for your assignments in the organization's directory, on your behalf.",delegated
Microsoft Graph,LearningContent.Read.All,Read learning content,ea4c1fd9-6a9f-4432-8e5d-86e06cc0da77,"Allows the app to read learning content in the organization's directory, on your behalf.",delegated
Microsoft Graph,LearningContent.ReadWrite.All,Manage learning content,53cec1c4-a65f-4981-9dc1-ad75dbf1c077,"Allows??the??app??to??manage learning??content??in??the??organization's??directory, on your behalf.",delegated
Microsoft Graph,LearningProvider.Read,Read learning provider,dd8ce36f-9245-45ea-a99e-8ac398c22861,"Allows??the??app??to??read??data??for??the learning??provider??in??the organization's??directory, on your behalf.",delegated
Microsoft Graph,LearningProvider.ReadWrite,Manage learning provider,40c2eb57-abaf-49f5-9331-e90fd01f7130,"Allows??the??app??to??create, update, read, and delete??data??for??the learning??provider??in??the organization's??directory, on your behalf.",delegated
Microsoft Graph,LearningSelfInitiatedCourse.Read,Read your self-initiated courses,f6403ef7-4a96-47be-a190-69ba274c3f11,"Allows the app to read data for your self-initiated courses in the organization's directory, on your behalf.",delegated
Microsoft Graph,LicenseAssignment.ReadWrite.All,Manage all license assignments,f55016cc-149c-447e-8f21-7cf3ec1d6350,"Allows the app to manage all license assignments, on your behalf.",delegated
Microsoft Graph,LifecycleWorkflows.Read.All,Read all lifecycle workflows resources,9bcb9916-765a-42af-bf77-02282e26b01a,"Allows the app to list and read all workflows, tasks and related lifecycle workflows resources on your behalf.",delegated
Microsoft Graph,LifecycleWorkflows.ReadWrite.All,Read and write all lifecycle workflows resources,84b9d731-7db8-4454-8c90-fd9e95350179,"Allows the app to create, update, list, read and delete all workflows, tasks and related lifecycle workflows resources on your behalf.",delegated
Microsoft Graph,ListItems.SelectedOperations.Selected,"Access selected ListItems, on behalf of the signed-in user",d6d361b3-211a-4191-9fa7-15f72de4aac4,Allow the application to access a subset of listitems on behalf of the signed in user.  The specific listitems and the permissions granted will be configured in SharePoint Online.,delegated
Microsoft Graph,Lists.SelectedOperations.Selected,"Access selected Lists, on behalf of the signed-in user",033b51ee-d6fa-4add-b627-ee680c7212b5,Allow the application to access a subset of lists on behalf of the signed in user.  The specific lists and the permissions granted will be configured in SharePoint Online.,delegated
Microsoft Graph,Mail.Read,Read your mail ,570282fd-fa5c-430d-a7fd-fc8dc98a9dca,Allows the app to read email in your mailbox. ,delegated
Microsoft Graph,Mail.Read.Shared,Read mail you can access,7b9103a5-4610-446b-9670-80643382c1fa,"Allows the app to read mail you can access, including shared mail.",delegated
Microsoft Graph,Mail.ReadBasic,Read user basic mail,a4b8392a-d8d1-4954-a029-8e668a39a170,"Allows the app to read email in the signed-in user's mailbox except body, previewBody, attachments and any extended properties.",delegated
Microsoft Graph,Mail.ReadBasic.Shared,Read basic mail you can access,b11fa0e7-fdb7-4dc9-b1f1-59facd463480,"Allows the app to read mail you can access, including shared mail except body, previewBody, uniqueBody, attachments, extensions, and any extended properties. ",delegated
Microsoft Graph,Mail.ReadWrite,Read and write access to your mail ,024d486e-b451-40bb-833d-3e66d98c5c73,"Allows the app to read, update, create and delete email in your mailbox. Does not include permission to send mail. ",delegated
Microsoft Graph,Mail.ReadWrite.Shared,Read and write mail??you can access,5df07973-7d5d-46ed-9847-1271055cbd51,"Allows the app to read, update, create, and delete mail you have permission to access, including your own and shared mail. Does not allow the app to send mail on your behalf.",delegated
Microsoft Graph,Mail.Send,Send mail as you ,e383f46e-2787-4529-855e-0e479a3ffac0,Allows the app to send mail as you. ,delegated
Microsoft Graph,Mail.Send.Shared,Send mail on behalf of others or yourself,a367ab51-6b49-43bf-a716-a1fb06d2a174,Allows the app to send mail as you or on-behalf of someone else.,delegated
Microsoft Graph,MailboxSettings.Read,Read your mailbox settings,87f447af-9fa4-4c32-9dfa-4a57a73d18ce,Allows the app to read your mailbox settings.,delegated
Microsoft Graph,MailboxSettings.ReadWrite,Read and write to your mailbox settings,818c620a-27a9-40bd-a6a5-d96f7d610b4b,"Allows the app to read, update, create, and delete your mailbox settings.",delegated
Microsoft Graph,ManagedTenants.Read.All,Read all managed tenant information,dc34164e-6c4a-41a0-be89-3ae2fbad7cd3,Allows the app to read all managed tenant information on your behalf.,delegated
Microsoft Graph,ManagedTenants.ReadWrite.All,Read and write all managed tenant information,b31fa710-c9b3-4d9e-8f5e-8036eecddab9,Allows the app to read and write all managed tenant information on your behalf.,delegated
Microsoft Graph,Member.Read.Hidden,Read your hidden memberships,f6a3db3e-f7e8-4ed2-a414-557c8c9830be,"Allows the app to read the memberships of hidden groups or administrative units on your behalf, for those hidden groups or adminstrative units that you have access to.",delegated
Microsoft Graph,MultiTenantOrganization.Read.All,Read multi-tenant organization details and tenants,526aa72a-5878-49fe-bf4e-357973af9b06,Allows the app to read multi-tenant organization details and tenants on your behalf.,delegated
Microsoft Graph,MultiTenantOrganization.ReadBasic.All,Read multi-tenant organization basic details and active tenants,225db56b-15b2-4daa-acb3-0eec2bbe4849,Allows the app to read multi-tenant organization basic details and active tenants on your behalf.,delegated
Microsoft Graph,MultiTenantOrganization.ReadWrite.All,Read and write multi-tenant organization details and tenants,77af1528-84f3-4023-8d90-d219cd433108,Allows the app to read and write multi-tenant organization details and tenants on your behalf.,delegated
Microsoft Graph,NetworkAccess-Reports.Read.All,Read all network access reports,b0c61509-cfc3-42bd-9bd4-66d81785fee4,"Allows the app to read all network access reports and configuration settings, on your behalf.",delegated
Microsoft Graph,NetworkAccess.Read.All,Read all network access information,2f7013e0-ab4e-447f-a5e1-5d419950692d,"Allows the app to read all network access information and configuration settings, on your behalf.",delegated
Microsoft Graph,NetworkAccess.ReadWrite.All,Read and write all network access information,ae2df9c5-f18d-4ec4-a51b-bdeb807f177b,"Allows the app to read and write all network access information and configuration settings, on your behalf.",delegated
Microsoft Graph,NetworkAccessBranch.Read.All,Read properties of branches for network access,4051c7fc-b429-4804-8d80-8f1f8c24a6f7,Allows the app to read your organization's branches for network access on your behalf.,delegated
Microsoft Graph,NetworkAccessBranch.ReadWrite.All,Read and write properties of branches for network access,b8a36cc2-b810-461a-baa4-a7281e50bd5c,Allows the app to read and write your organization's branches for network access on your behalf.,delegated
Microsoft Graph,NetworkAccessPolicy.Read.All,Read security and routing policies for network access,ba22922b-752c-446f-89d7-a2d92398fceb,Allows the app to read your organization's security and routing network access policies on your behalf.,delegated
Microsoft Graph,NetworkAccessPolicy.ReadWrite.All,Read and write security and routing policies for network access,b1fbad0f-ef6e-42ed-8676-bca7fa3e7291,Allows the app to read and write your organization's security and routing network access policies on your behalf.,delegated
Microsoft Graph,Notes.Create,Create your OneNote notebooks,9d822255-d64d-4b7a-afdb-833b9a97ed02,"Allows the app to view the titles of your OneNote notebooks and sections and to create new pages, notebooks, and sections on your behalf.",delegated
Microsoft Graph,Notes.Read,Read your OneNote notebooks,371361e4-b9e2-4a3f-8315-2a301a3b0a3d,Allows the app to read OneNote notebooks on your behalf.,delegated
Microsoft Graph,Notes.Read.All,Read all OneNote notebooks that you can access,dfabfca6-ee36-4db2-8208-7a28381419b3,Allows the app to read all the OneNote notebooks that you have access to.,delegated
Microsoft Graph,Notes.ReadWrite,Read and write your OneNote notebooks,615e26af-c38a-4150-ae3e-c3b0d4cb1d6a,"Allows the app to read, share, and modify OneNote notebooks on your behalf.",delegated
Microsoft Graph,Notes.ReadWrite.All,Read and write all OneNote notebooks that you can access,64ac0503-b4fa-45d9-b544-71a463f05da0,"Allows the app to read, share, and modify all the OneNote notebooks that you have access to.",delegated
Microsoft Graph,Notes.ReadWrite.CreatedByApp,Limited access to your OneNote notebooks for this app (preview),ed68249d-017c-4df5-9113-e684c7f8760b,This permission no longer has any effect. You can safely consent to it. No additional privileges will be granted to the app.,delegated
Microsoft Graph,Notifications.ReadWrite.CreatedByApp,Deliver and manage your notifications for this app,89497502-6e42-46a2-8cb2-427fd3df970a,"Allows the app to deliver its notifications, on your behalf. Also allows the app to read, update, and delete your notification items for this app.",delegated
Microsoft Graph,offline_access,Maintain access to data you have given it access to,7427e0e9-2fba-42fe-b0c0-848c9e6a8182,"Allows the app to see and update the data you gave it access to, even when you are not currently using the app. This does not give the app any additional permissions.",delegated
Microsoft Graph,OnlineMeetingArtifact.Read.All,Read user's online meeting artifacts,110e5abb-a10c-4b59-8b55-9b4daa4ef743,Allows the app to read online meeting artifacts on your behalf.,delegated
Microsoft Graph,OnlineMeetingRecording.Read.All,Read all recordings of online meetings.??,190c2bb6-1fdd-4fec-9aa2-7d571b5e1fe3,"Allows the app to read all recordings of online meetings, on your behalf.??",delegated
Microsoft Graph,OnlineMeetings.Read,Read your online meetings,9be106e1-f4e3-4df5-bdff-e4bc531cbe43,Allows the app to read online meeting details on your behalf.,delegated
Microsoft Graph,OnlineMeetings.ReadWrite,Read and create your online meetings,a65f2972-a4f8-4f5e-afd7-69ccb046d5dc,Allows the app to read and create online meetings on your behalf.,delegated
